[34m[1mdetect:,"[0mweights=['yolov5s.pt'],","source=https://youtu.be/d4xmdH2NKRI,","data=data/coco128.yaml,","imgsz=[640,","640],","conf_thres=0.25,","iou_thres=0.45,","max_det=1000,","device=,","view_img=False,","save_txt=False,","save_csv=False,","save_conf=False,","save_crop=False,","nosave=False,","classes=None,","agnostic_nms=False,","augment=False,","visualize=False,","update=False,","project=runs/detect,","name=exp,","exist_ok=False,","line_thickness=3,","hide_labels=False,","hide_conf=False,","half=False,","dnn=False,",vid_stride=1
YOLOv5,ðŸš€,v7.0-247-g3f02fde,Python-3.10.12,torch-2.1.0+cu118,CPU

Downloading,https://github.com/ultralytics/yolov5/releases/download/v7.0/yolov5s.pt,to,yolov5s.pt...
0%,0.00/14.1M,"[00:00<?,",?B/s],29%,4.08M/14.1M,"[00:00<00:00,",42.8MB/s],100%,14.1M/14.1M,"[00:00<00:00,",106MB/s]

Fusing,layers...
YOLOv5s,summary:,213,"layers,",7225885,"parameters,",0,"gradients,",16.4,GFLOPs
WARNING,âš ï¸,Environment,does,not,support,cv2.imshow(),or,PIL,Image.show()

1/1:,https://youtu.be/d4xmdH2NKRI...,Success,(3599,frames,1280x720,at,30.00,FPS)

0:,384x640,17,"persons,",536.5ms
0:,384x640,15,"persons,",433.5ms
0:,384x640,14,"persons,",423.6ms
0:,384x640,16,"persons,",424.7ms
0:,384x640,18,"persons,",434.5ms
0:,384x640,20,"persons,",426.5ms
0:,384x640,16,"persons,",390.3ms
0:,384x640,15,"persons,",284.5ms
0:,384x640,18,"persons,",273.2ms
0:,384x640,21,"persons,",260.8ms
0:,384x640,16,"persons,",278.3ms
0:,384x640,16,"persons,",1,"bench,",279.7ms
0:,384x640,20,"persons,",1,potted,"plant,",267.9ms
0:,384x640,18,"persons,",1,potted,"plant,",270.4ms
0:,384x640,16,"persons,",285.4ms
0:,384x640,19,"persons,",2,potted,"plants,",274.5ms
0:,384x640,14,"persons,",1,potted,"plant,",280.4ms
0:,384x640,17,"persons,",1,potted,"plant,",284.0ms
0:,384x640,20,"persons,",1,potted,"plant,",278.0ms
0:,384x640,15,"persons,",1,potted,"plant,",261.6ms
0:,384x640,15,"persons,",1,potted,"plant,",271.7ms
0:,384x640,15,"persons,",1,potted,"plant,",289.6ms
0:,384x640,16,"persons,",1,"bench,",1,potted,"plant,",262.3ms
0:,384x640,16,"persons,",1,"bench,",1,potted,"plant,",278.4ms
0:,384x640,18,"persons,",1,potted,"plant,",282.1ms
0:,384x640,18,"persons,",1,"bench,",1,potted,"plant,",262.9ms
0:,384x640,16,"persons,",1,"bench,",1,potted,"plant,",273.8ms
0:,384x640,17,"persons,",1,potted,"plant,",282.3ms
0:,384x640,16,"persons,",1,potted,"plant,",269.5ms
0:,384x640,21,"persons,",1,"bench,",1,potted,"plant,",261.9ms
0:,384x640,21,"persons,",1,"bench,",1,potted,"plant,",283.4ms
0:,384x640,19,"persons,",287.7ms
0:,384x640,19,"persons,",276.2ms
0:,384x640,19,"persons,",272.9ms
0:,384x640,18,"persons,",1,potted,"plant,",280.7ms
0:,384x640,20,"persons,",1,potted,"plant,",273.0ms
0:,384x640,19,"persons,",266.4ms
0:,384x640,19,"persons,",261.2ms
0:,384x640,21,"persons,",1,potted,"plant,",281.1ms
0:,384x640,19,"persons,",1,potted,"plant,",264.8ms
0:,384x640,20,"persons,",1,potted,"plant,",362.9ms
0:,384x640,24,"persons,",1,"bench,",1,potted,"plant,",442.8ms
0:,384x640,18,"persons,",1,"bench,",1,potted,"plant,",455.4ms
0:,384x640,20,"persons,",1,"bench,",428.8ms
0:,384x640,17,"persons,",1,"bench,",434.5ms
0:,384x640,21,"persons,",1,potted,"plant,",470.7ms
0:,384x640,16,"persons,",1,"bench,",444.8ms
0:,384x640,17,"persons,",1,"bench,",417.9ms
0:,384x640,19,"persons,",1,"bench,",427.2ms
0:,384x640,18,"persons,",418.4ms
0:,384x640,20,"persons,",1,potted,"plant,",442.6ms
0:,384x640,19,"persons,",1,"bench,",1,potted,"plant,",425.5ms
0:,384x640,19,"persons,",1,"bench,",1,potted,"plant,",444.4ms
0:,384x640,16,"persons,",1,"bench,",1,potted,"plant,",453.0ms
0:,384x640,19,"persons,",2,"benchs,",432.9ms
0:,384x640,19,"persons,",434.4ms
0:,384x640,16,"persons,",1,"bench,",419.5ms
0:,384x640,20,"persons,",1,potted,"plant,",334.9ms
0:,384x640,17,"persons,",1,potted,"plant,",271.9ms
0:,384x640,16,"persons,",1,potted,"plant,",276.5ms
0:,384x640,14,"persons,",1,potted,"plant,",268.6ms
0:,384x640,19,"persons,",1,"bench,",1,potted,"plant,",261.6ms
0:,384x640,19,"persons,",1,"bench,",1,potted,"plant,",270.0ms
0:,384x640,19,"persons,",1,"bench,",1,potted,"plant,",272.5ms
0:,384x640,19,"persons,",1,"bench,",1,potted,"plant,",265.6ms
0:,384x640,19,"persons,",1,"bench,",1,potted,"plant,",265.1ms
0:,384x640,19,"persons,",1,"bench,",1,potted,"plant,",265.4ms
0:,384x640,19,"persons,",1,"bench,",1,potted,"plant,",264.6ms
0:,384x640,19,"persons,",1,"bench,",1,potted,"plant,",271.2ms
0:,384x640,22,"persons,",1,potted,"plant,",271.2ms
0:,384x640,20,"persons,",276.0ms
0:,384x640,19,"persons,",265.6ms
0:,384x640,18,"persons,",276.1ms
0:,384x640,19,"persons,",265.6ms
0:,384x640,18,"persons,",277.7ms
0:,384x640,18,"persons,",280.4ms
0:,384x640,17,"persons,",266.5ms
0:,384x640,17,"persons,",302.6ms
0:,384x640,15,"persons,",272.2ms
0:,384x640,15,"persons,",273.2ms
0:,384x640,22,"persons,",283.0ms
0:,384x640,17,"persons,",266.1ms
0:,384x640,20,"persons,",273.5ms
0:,384x640,19,"persons,",262.2ms
0:,384x640,19,"persons,",279.6ms
0:,384x640,19,"persons,",263.2ms
0:,384x640,19,"persons,",268.0ms
0:,384x640,19,"persons,",283.4ms
0:,384x640,19,"persons,",1,"bicycle,",274.3ms
0:,384x640,13,"persons,",282.2ms
0:,384x640,20,"persons,",271.5ms
0:,384x640,17,"persons,",375.1ms
0:,384x640,15,"persons,",429.2ms
0:,384x640,17,"persons,",430.8ms
0:,384x640,18,"persons,",440.8ms
0:,384x640,17,"persons,",429.7ms
0:,384x640,16,"persons,",446.6ms
0:,384x640,15,"persons,",434.7ms
0:,384x640,15,"persons,",435.3ms
0:,384x640,15,"persons,",407.5ms
0:,384x640,20,"persons,",411.1ms
0:,384x640,16,"persons,",432.2ms
0:,384x640,13,"persons,",435.3ms
0:,384x640,15,"persons,",447.5ms
0:,384x640,13,"persons,",437.0ms
0:,384x640,18,"persons,",420.4ms
0:,384x640,17,"persons,",458.9ms
0:,384x640,14,"persons,",405.9ms
0:,384x640,14,"persons,",637.4ms
0:,384x640,16,"persons,",440.3ms
0:,384x640,16,"persons,",557.4ms
0:,384x640,17,"persons,",440.9ms
0:,384x640,20,"persons,",265.6ms
0:,384x640,16,"persons,",282.8ms
0:,384x640,19,"persons,",275.4ms
0:,384x640,12,"persons,",275.1ms
0:,384x640,15,"persons,",291.1ms
0:,384x640,12,"persons,",267.7ms
0:,384x640,13,"persons,",275.6ms
0:,384x640,14,"persons,",274.0ms
0:,384x640,11,"persons,",275.7ms
0:,384x640,10,"persons,",271.9ms
0:,384x640,19,"persons,",267.4ms
0:,384x640,18,"persons,",280.4ms
0:,384x640,19,"persons,",262.4ms
0:,384x640,21,"persons,",268.1ms
0:,384x640,19,"persons,",1,"bench,",255.0ms
0:,384x640,13,"persons,",277.5ms
0:,384x640,15,"persons,",274.4ms
0:,384x640,17,"persons,",268.7ms
0:,384x640,21,"persons,",1,"bench,",278.1ms
0:,384x640,16,"persons,",265.1ms
0:,384x640,16,"persons,",257.4ms
0:,384x640,16,"persons,",261.8ms
0:,384x640,20,"persons,",1,"bench,",1,potted,"plant,",280.9ms
0:,384x640,17,"persons,",1,"umbrella,",269.7ms
0:,384x640,16,"persons,",272.7ms
0:,384x640,15,"persons,",1,"bench,",277.3ms
0:,384x640,16,"persons,",264.5ms
0:,384x640,16,"persons,",276.0ms
0:,384x640,16,"persons,",410.9ms
0:,384x640,16,"persons,",416.2ms
0:,384x640,16,"persons,",430.5ms
0:,384x640,16,"persons,",438.6ms
0:,384x640,16,"persons,",1,"umbrella,",419.9ms
0:,384x640,22,"persons,",444.7ms
0:,384x640,18,"persons,",429.0ms
0:,384x640,18,"persons,",407.9ms
0:,384x640,18,"persons,",427.1ms
0:,384x640,11,"persons,",413.7ms
0:,384x640,14,"persons,",446.0ms
0:,384x640,13,"persons,",405.9ms
0:,384x640,17,"persons,",419.9ms
0:,384x640,15,"persons,",447.9ms
0:,384x640,13,"persons,",425.8ms
0:,384x640,15,"persons,",442.2ms
0:,384x640,14,"persons,",444.4ms
0:,384x640,14,"persons,",414.2ms
0:,384x640,18,"persons,",271.3ms
0:,384x640,12,"persons,",276.3ms
0:,384x640,16,"persons,",274.4ms
0:,384x640,16,"persons,",275.0ms
0:,384x640,17,"persons,",270.8ms
0:,384x640,15,"persons,",283.1ms
0:,384x640,19,"persons,",268.4ms
0:,384x640,19,"persons,",263.4ms
0:,384x640,15,"persons,",276.6ms
0:,384x640,18,"persons,",1,"backpack,",271.3ms
0:,384x640,12,"persons,",1,"bench,",260.8ms
0:,384x640,12,"persons,",1,"bench,",276.3ms
0:,384x640,15,"persons,",280.9ms
0:,384x640,15,"persons,",261.9ms
0:,384x640,12,"persons,",273.8ms
0:,384x640,11,"persons,",288.3ms
0:,384x640,15,"persons,",283.7ms
0:,384x640,16,"persons,",285.5ms
0:,384x640,14,"persons,",271.6ms
0:,384x640,14,"persons,",268.9ms
0:,384x640,14,"persons,",273.9ms
0:,384x640,15,"persons,",258.1ms
0:,384x640,14,"persons,",281.7ms
0:,384x640,16,"persons,",276.1ms
0:,384x640,13,"persons,",268.5ms
0:,384x640,16,"persons,",270.1ms
0:,384x640,17,"persons,",274.6ms
0:,384x640,14,"persons,",270.5ms
0:,384x640,18,"persons,",277.1ms
0:,384x640,21,"persons,",278.4ms
0:,384x640,16,"persons,",268.8ms
0:,384x640,14,"persons,",266.4ms
0:,384x640,16,"persons,",282.9ms
0:,384x640,13,"persons,",342.4ms
0:,384x640,16,"persons,",419.6ms
0:,384x640,17,"persons,",461.3ms
0:,384x640,13,"persons,",443.1ms
0:,384x640,14,"persons,",425.7ms
0:,384x640,13,"persons,",409.9ms
0:,384x640,12,"persons,",477.1ms
0:,384x640,14,"persons,",438.6ms
0:,384x640,13,"persons,",418.3ms
0:,384x640,16,"persons,",433.8ms
0:,384x640,10,"persons,",395.2ms
0:,384x640,10,"persons,",423.2ms
0:,384x640,15,"persons,",426.0ms
0:,384x640,16,"persons,",417.7ms
0:,384x640,15,"persons,",430.5ms
0:,384x640,15,"persons,",435.4ms
0:,384x640,17,"persons,",418.8ms
0:,384x640,15,"persons,",402.9ms
0:,384x640,17,"persons,",306.4ms
0:,384x640,17,"persons,",263.0ms
0:,384x640,17,"persons,",265.3ms
0:,384x640,17,"persons,",258.0ms
0:,384x640,17,"persons,",257.7ms
0:,384x640,17,"persons,",263.8ms
0:,384x640,17,"persons,",261.9ms
0:,384x640,14,"persons,",276.5ms
0:,384x640,14,"persons,",277.8ms
0:,384x640,17,"persons,",277.7ms
0:,384x640,14,"persons,",272.5ms
0:,384x640,17,"persons,",275.6ms
0:,384x640,18,"persons,",272.5ms
0:,384x640,21,"persons,",268.2ms
0:,384x640,21,"persons,",1,"skateboard,",275.5ms
0:,384x640,15,"persons,",1,"skateboard,",279.8ms
0:,384x640,15,"persons,",264.3ms
0:,384x640,12,"persons,",272.9ms
0:,384x640,16,"persons,",267.9ms
0:,384x640,17,"persons,",304.7ms
0:,384x640,17,"persons,",268.0ms
0:,384x640,16,"persons,",274.9ms
0:,384x640,16,"persons,",303.1ms
0:,384x640,15,"persons,",260.8ms
0:,384x640,15,"persons,",315.1ms
0:,384x640,15,"persons,",270.3ms
0:,384x640,16,"persons,",278.8ms
0:,384x640,18,"persons,",268.8ms
0:,384x640,12,"persons,",281.4ms
0:,384x640,14,"persons,",264.1ms
0:,384x640,14,"persons,",258.4ms
0:,384x640,14,"persons,",282.0ms
0:,384x640,16,"persons,",268.4ms
0:,384x640,16,"persons,",258.8ms
0:,384x640,18,"persons,",414.9ms
0:,384x640,19,"persons,",419.6ms
0:,384x640,17,"persons,",439.5ms
0:,384x640,23,"persons,",1,traffic,"light,",434.2ms
0:,384x640,22,"persons,",402.1ms
0:,384x640,19,"persons,",430.2ms
0:,384x640,19,"persons,",427.5ms
0:,384x640,20,"persons,",420.1ms
0:,384x640,17,"persons,",417.0ms
0:,384x640,16,"persons,",413.3ms
0:,384x640,14,"persons,",414.7ms
0:,384x640,17,"persons,",422.6ms
0:,384x640,16,"persons,",416.4ms
0:,384x640,15,"persons,",435.1ms
0:,384x640,15,"persons,",427.2ms
0:,384x640,12,"persons,",443.2ms
0:,384x640,14,"persons,",419.6ms
0:,384x640,16,"persons,",409.4ms
0:,384x640,12,"persons,",275.9ms
0:,384x640,14,"persons,",279.4ms
0:,384x640,15,"persons,",269.4ms
0:,384x640,14,"persons,",275.3ms
0:,384x640,13,"persons,",272.8ms
0:,384x640,12,"persons,",1,"umbrella,",273.8ms
0:,384x640,15,"persons,",269.1ms
0:,384x640,16,"persons,",274.0ms
0:,384x640,17,"persons,",285.6ms
0:,384x640,16,"persons,",260.0ms
0:,384x640,14,"persons,",285.9ms
0:,384x640,18,"persons,",264.6ms
0:,384x640,17,"persons,",276.3ms
0:,384x640,12,"persons,",270.5ms
0:,384x640,16,"persons,",268.7ms
0:,384x640,11,"persons,",283.2ms
0:,384x640,13,"persons,",274.1ms
0:,384x640,12,"persons,",268.6ms
0:,384x640,9,"persons,",276.4ms
0:,384x640,10,"persons,",287.8ms
0:,384x640,10,"persons,",268.2ms
0:,384x640,11,"persons,",1,"handbag,",264.4ms
0:,384x640,11,"persons,",274.7ms
0:,384x640,9,"persons,",277.5ms
0:,384x640,10,"persons,",263.1ms
0:,384x640,10,"persons,",279.4ms
0:,384x640,15,"persons,",275.7ms
0:,384x640,18,"persons,",272.2ms
0:,384x640,12,"persons,",276.1ms
0:,384x640,15,"persons,",270.0ms
0:,384x640,15,"persons,",265.7ms
0:,384x640,15,"persons,",267.9ms
0:,384x640,15,"persons,",260.1ms
0:,384x640,15,"persons,",273.6ms
0:,384x640,15,"persons,",400.4ms
0:,384x640,15,"persons,",433.3ms
0:,384x640,20,"persons,",482.6ms
0:,384x640,13,"persons,",419.0ms
0:,384x640,16,"persons,",434.9ms
0:,384x640,22,"persons,",448.7ms
0:,384x640,19,"persons,",463.0ms
0:,384x640,14,"persons,",413.0ms
0:,384x640,15,"persons,",420.0ms
0:,384x640,16,"persons,",420.7ms
0:,384x640,17,"persons,",429.8ms
0:,384x640,14,"persons,",425.8ms
0:,384x640,19,"persons,",426.7ms
0:,384x640,22,"persons,",443.3ms
0:,384x640,16,"persons,",442.1ms
0:,384x640,20,"persons,",446.1ms
0:,384x640,18,"persons,",410.6ms
0:,384x640,17,"persons,",1,"bicycle,",353.0ms
0:,384x640,17,"persons,",1,"bicycle,",267.9ms
0:,384x640,17,"persons,",1,"bicycle,",1,"bench,",1,"umbrella,",278.3ms
0:,384x640,20,"persons,",268.6ms
0:,384x640,21,"persons,",283.6ms
0:,384x640,20,"persons,",268.3ms
0:,384x640,16,"persons,",258.7ms
0:,384x640,19,"persons,",286.8ms
0:,384x640,17,"persons,",2,"benchs,",271.9ms
0:,384x640,17,"persons,",2,"benchs,",272.0ms
0:,384x640,23,"persons,",272.5ms
0:,384x640,20,"persons,",279.9ms
0:,384x640,19,"persons,",276.0ms
0:,384x640,16,"persons,",271.9ms
0:,384x640,19,"persons,",276.1ms
0:,384x640,19,"persons,",276.6ms
0:,384x640,16,"persons,",268.1ms
0:,384x640,12,"persons,",284.3ms
0:,384x640,13,"persons,",271.6ms
0:,384x640,14,"persons,",266.9ms
0:,384x640,13,"persons,",278.9ms
0:,384x640,12,"persons,",279.8ms
0:,384x640,13,"persons,",263.1ms
0:,384x640,18,"persons,",267.0ms
0:,384x640,17,"persons,",278.8ms
0:,384x640,18,"persons,",265.7ms
0:,384x640,14,"persons,",277.5ms
0:,384x640,16,"persons,",275.8ms
0:,384x640,13,"persons,",286.3ms
0:,384x640,19,"persons,",263.7ms
0:,384x640,15,"persons,",277.0ms
0:,384x640,19,"persons,",275.5ms
0:,384x640,19,"persons,",271.4ms
0:,384x640,15,"persons,",258.5ms
0:,384x640,15,"persons,",407.6ms
0:,384x640,15,"persons,",426.0ms
0:,384x640,17,"persons,",432.8ms
0:,384x640,17,"persons,",438.8ms
0:,384x640,19,"persons,",1,potted,"plant,",413.7ms
0:,384x640,19,"persons,",1,"horse,",449.8ms
0:,384x640,16,"persons,",457.8ms
0:,384x640,17,"persons,",417.7ms
0:,384x640,17,"persons,",409.0ms
0:,384x640,17,"persons,",431.4ms
0:,384x640,16,"persons,",414.5ms
0:,384x640,20,"persons,",428.5ms
0:,384x640,23,"persons,",408.5ms
0:,384x640,20,"persons,",424.4ms
0:,384x640,15,"persons,",423.4ms
0:,384x640,16,"persons,",448.7ms
0:,384x640,17,"persons,",416.2ms
0:,384x640,17,"persons,",399.4ms
0:,384x640,17,"persons,",285.1ms
0:,384x640,17,"persons,",273.6ms
0:,384x640,17,"persons,",269.0ms
0:,384x640,17,"persons,",283.5ms
0:,384x640,15,"persons,",270.4ms
0:,384x640,13,"persons,",1,potted,"plant,",279.4ms
0:,384x640,12,"persons,",283.8ms
0:,384x640,15,"persons,",1,potted,"plant,",266.4ms
0:,384x640,14,"persons,",1,potted,"plant,",283.2ms
0:,384x640,13,"persons,",282.3ms
0:,384x640,16,"persons,",1,"skateboard,",1,potted,"plant,",270.3ms
0:,384x640,12,"persons,",1,potted,"plant,",270.9ms
0:,384x640,13,"persons,",2,potted,"plants,",272.4ms
0:,384x640,13,"persons,",2,potted,"plants,",279.4ms
0:,384x640,12,"persons,",2,potted,"plants,",262.7ms
0:,384x640,12,"persons,",2,potted,"plants,",271.4ms
0:,384x640,11,"persons,",1,potted,"plant,",267.7ms
0:,384x640,14,"persons,",1,"skateboard,",1,potted,"plant,",260.7ms
0:,384x640,16,"persons,",1,potted,"plant,",261.0ms
0:,384x640,16,"persons,",1,potted,"plant,",277.4ms
0:,384x640,17,"persons,",1,potted,"plant,",277.9ms
0:,384x640,19,"persons,",1,"bench,",1,potted,"plant,",257.2ms
0:,384x640,19,"persons,",1,"bench,",1,potted,"plant,",284.0ms
0:,384x640,18,"persons,",1,"bench,",1,potted,"plant,",266.6ms
0:,384x640,21,"persons,",1,"bench,",1,potted,"plant,",274.1ms
0:,384x640,17,"persons,",1,potted,"plant,",283.4ms
0:,384x640,16,"persons,",1,potted,"plant,",278.2ms
0:,384x640,19,"persons,",279.9ms
0:,384x640,17,"persons,",1,"bench,",273.8ms
0:,384x640,19,"persons,",1,"bench,",2,potted,"plants,",288.6ms
0:,384x640,21,"persons,",2,potted,"plants,",267.3ms
0:,384x640,14,"persons,",269.8ms
0:,384x640,18,"persons,",281.1ms
0:,384x640,17,"persons,",278.9ms
0:,384x640,19,"persons,",2,potted,"plants,",415.2ms
0:,384x640,18,"persons,",1,potted,"plant,",453.1ms
0:,384x640,18,"persons,",1,potted,"plant,",445.0ms
0:,384x640,17,"persons,",1,potted,"plant,",415.4ms
0:,384x640,15,"persons,",2,potted,"plants,",413.0ms
0:,384x640,22,"persons,",2,potted,"plants,",461.2ms
0:,384x640,21,"persons,",2,potted,"plants,",432.7ms
0:,384x640,18,"persons,",2,potted,"plants,",410.4ms
0:,384x640,22,"persons,",2,potted,"plants,",409.4ms
0:,384x640,23,"persons,",2,potted,"plants,",411.2ms
0:,384x640,20,"persons,",2,potted,"plants,",430.3ms
0:,384x640,17,"persons,",2,potted,"plants,",394.0ms
0:,384x640,20,"persons,",2,potted,"plants,",447.2ms
0:,384x640,18,"persons,",2,potted,"plants,",410.5ms
0:,384x640,15,"persons,",1,potted,"plant,",436.3ms
0:,384x640,14,"persons,",2,potted,"plants,",419.7ms
0:,384x640,16,"persons,",2,potted,"plants,",413.9ms
0:,384x640,14,"persons,",2,potted,"plants,",402.7ms
0:,384x640,19,"persons,",275.3ms
0:,384x640,15,"persons,",1,"handbag,",2,potted,"plants,",269.6ms
0:,384x640,14,"persons,",2,potted,"plants,",282.0ms
0:,384x640,11,"persons,",2,potted,"plants,",273.3ms
0:,384x640,12,"persons,",2,potted,"plants,",271.2ms
0:,384x640,12,"persons,",2,potted,"plants,",287.2ms
0:,384x640,12,"persons,",2,potted,"plants,",278.1ms
0:,384x640,14,"persons,",2,potted,"plants,",272.1ms
0:,384x640,15,"persons,",2,potted,"plants,",283.8ms
