Frame,Resolution,Objects,Time
0,384x640,"18 persons,",291.7
0,384x640,"19 persons,",277.7
0,384x640,"16 persons, 1 potted plant,",274.4
0,384x640,"16 persons,",263.7
0,384x640,"16 persons,",281.6
0,384x640,"24 persons, 1 potted plant,",277.3
0,384x640,"20 persons, 1 bicycle, 1 potted plant,",272.9
0,384x640,"17 persons, 1 potted plant,",273.7
0,384x640,"18 persons, 2 potted plants,",270.8
0,384x640,"17 persons, 1 potted plant,",265.8
0,384x640,"15 persons,",266.3
0,384x640,"15 persons,",274.3
0,384x640,"15 persons,",267.1
0,384x640,"15 persons,",265.1
0,384x640,"15 persons,",275.5
0,384x640,"15 persons,",261.9
0,384x640,"15 persons,",261.1
0,384x640,"15 persons,",286.6
0,384x640,"20 persons, 1 potted plant,",282.6
0,384x640,"10 persons,",278.9
0,384x640,"16 persons, 2 potted plants,",269.2
0,384x640,"16 persons, 2 potted plants,",344.8
0,384x640,"18 persons, 2 potted plants,",405.5
0,384x640,"17 persons,",418.6
0,384x640,"18 persons,",432.6
0,384x640,"15 persons, 1 potted plant,",421.9
0,384x640,"18 persons,",425.0
0,384x640,"17 persons,",471.0
0,384x640,"18 persons, 2 potted plants,",420.0
0,384x640,"15 persons,",416.4
0,384x640,"14 persons,",442.0
0,384x640,"15 persons,",402.1
0,384x640,"17 persons,",381.1
0,384x640,"20 persons,",415.5
0,384x640,"17 persons, 1 bench,",406.5
0,384x640,"17 persons, 1 bench,",435.8
0,384x640,"17 persons, 1 bicycle,",423.3
0,384x640,"18 persons, 2 potted plants,",451.4
0,384x640,"11 persons, 2 potted plants,",408.4
0,384x640,"16 persons, 2 potted plants,",368.6
0,384x640,"16 persons, 1 potted plant,",284.1
0,384x640,"15 persons,",267.2
0,384x640,"14 persons,",263.6
0,384x640,"13 persons,",282.1
0,384x640,"13 persons, 2 bicycles,",270.2
0,384x640,"14 persons, 2 bicycles,",266.3
0,384x640,"12 persons, 2 bicycles,",267.9
0,384x640,"15 persons, 1 bicycle, 1 potted plant,",277.1
0,384x640,"12 persons, 2 bicycles, 1 potted plant,",269.6
0,384x640,"16 persons, 2 bicycles, 1 potted plant,",262.9
0,384x640,"16 persons, 2 potted plants,",287.5
0,384x640,"19 persons, 2 potted plants,",268.0
0,384x640,"21 persons, 2 potted plants,",271.9
0,384x640,"15 persons, 1 potted plant,",271.1
0,384x640,"15 persons, 1 potted plant,",273.8
0,384x640,"13 persons, 1 potted plant,",271.4
0,384x640,"15 persons, 1 potted plant,",269.9
0,384x640,"14 persons, 2 potted plants,",280.7
0,384x640,"16 persons, 2 potted plants,",272.8
0,384x640,"13 persons, 2 potted plants,",273.6
0,384x640,"13 persons, 1 potted plant,",277.1
0,384x640,"17 persons, 2 potted plants,",271.1
0,384x640,"19 persons, 2 potted plants,",270.7
0,384x640,"17 persons, 2 potted plants,",272.8
0,384x640,"15 persons, 2 potted plants,",273.7
0,384x640,"16 persons, 2 potted plants,",280.0
0,384x640,"16 persons, 1 horse, 3 potted plants,",257.4
0,384x640,"16 persons, 1 horse, 3 potted plants,",279.3
0,384x640,"21 persons, 2 potted plants,",266.8
0,384x640,"23 persons, 2 potted plants,",267.7
0,384x640,"19 persons, 2 potted plants,",279.3
0,384x640,"17 persons, 2 potted plants,",290.0
0,384x640,"22 persons, 1 potted plant,",268.8
0,384x640,"19 persons, 1 potted plant,",411.3
0,384x640,"19 persons, 2 potted plants,",438.6
0,384x640,"18 persons, 1 potted plant,",447.0
0,384x640,"24 persons, 1 potted plant,",429.7
0,384x640,"20 persons, 1 traffic light, 1 potted plant,",416.8
0,384x640,"20 persons, 1 traffic light, 1 potted plant,",451.7
0,384x640,"20 persons, 1 traffic light, 2 potted plants,",432.0
0,384x640,"19 persons, 1 traffic light,",399.6
0,384x640,"21 persons,",405.1
0,384x640,"19 persons,",431.8
0,384x640,"22 persons, 1 potted plant,",411.3
0,384x640,"21 persons,",392.9
0,384x640,"21 persons,",403.2
0,384x640,"21 persons,",402.0
0,384x640,"21 persons,",404.0
0,384x640,"21 persons,",408.2
0,384x640,"21 persons,",421.1
0,384x640,"18 persons,",440.6
0,384x640,"20 persons, 1 potted plant,",345.2
0,384x640,"19 persons, 1 potted plant,",267.9
0,384x640,"20 persons, 1 potted plant,",284.2
0,384x640,"19 persons,",261.0
0,384x640,"19 persons,",277.6
0,384x640,"21 persons, 2 potted plants,",283.5
0,384x640,"17 persons,",267.5
0,384x640,"17 persons,",266.5
0,384x640,"15 persons,",281.6
0,384x640,"18 persons,",277.4
0,384x640,"21 persons,",263.8
0,384x640,"21 persons,",273.7
0,384x640,"18 persons, 1 potted plant,",275.4
0,384x640,"16 persons, 1 potted plant,",273.0
0,384x640,"19 persons, 1 potted plant,",275.7
0,384x640,"18 persons, 1 bicycle,",260.2
0,384x640,"18 persons,",272.9
0,384x640,"18 persons,",278.5
0,384x640,"20 persons,",261.1
0,384x640,"20 persons,",273.5
0,384x640,"20 persons, 1 potted plant,",266.0
0,384x640,"17 persons, 1 potted plant,",273.0
0,384x640,"24 persons, 1 potted plant,",262.1
0,384x640,"21 persons,",267.9
0,384x640,"21 persons,",273.9
0,384x640,"16 persons,",267.8
0,384x640,"12 persons,",287.1
0,384x640,"18 persons, 2 bicycles, 1 potted plant,",268.3
0,384x640,"22 persons, 2 potted plants,",275.9
0,384x640,"19 persons, 1 potted plant,",277.6
0,384x640,"21 persons, 1 potted plant,",265.4
0,384x640,"19 persons,",268.2
0,384x640,"17 persons,",266.4
0,384x640,"21 persons,",272.1
0,384x640,"18 persons,",369.6
0,384x640,"14 persons,",423.2
0,384x640,"15 persons,",464.7
0,384x640,"12 persons,",412.7
0,384x640,"14 persons,",453.3
0,384x640,"14 persons,",429.7
0,384x640,"15 persons,",483.5
0,384x640,"14 persons,",406.6
0,384x640,"17 persons, 1 potted plant,",421.3
0,384x640,"17 persons,",416.2
0,384x640,"20 persons, 1 potted plant,",420.9
0,384x640,"14 persons,",440.8
0,384x640,"16 persons, 1 potted plant,",460.9
0,384x640,"17 persons,",415.5
0,384x640,"14 persons, 1 traffic light,",443.1
0,384x640,"14 persons,",452.7
0,384x640,"18 persons,",439.5
0,384x640,"15 persons, 1 traffic light,",427.3
0,384x640,"17 persons,",267.1
0,384x640,"17 persons,",270.9
0,384x640,"17 persons,",285.3
0,384x640,"15 persons,",272.6
0,384x640,"22 persons,",266.3
0,384x640,"23 persons,",273.3
0,384x640,"17 persons,",286.5
0,384x640,"16 persons,",273.2
0,384x640,"14 persons,",268.9
0,384x640,"15 persons, 1 potted plant,",282.3
0,384x640,"15 persons, 2 potted plants,",263.2
0,384x640,"17 persons, 2 potted plants,",259.6
0,384x640,"17 persons, 2 potted plants,",268.9
0,384x640,"17 persons, 2 potted plants,",296.3
0,384x640,"16 persons, 2 potted plants,",275.8
0,384x640,"17 persons, 1 potted plant,",268.8
0,384x640,"16 persons, 1 potted plant,",280.3
0,384x640,"17 persons, 1 potted plant,",271.1
0,384x640,"16 persons, 1 potted plant,",262.8
0,384x640,"16 persons, 1 potted plant,",269.4
0,384x640,"16 persons, 1 potted plant,",273.5
0,384x640,"16 persons, 1 potted plant,",257.3
0,384x640,"16 persons, 1 potted plant,",260.6
0,384x640,"16 persons, 1 potted plant,",275.5
0,384x640,"16 persons, 1 potted plant,",270.3
0,384x640,"16 persons, 1 potted plant,",276.0
0,384x640,"17 persons, 1 potted plant,",271.3
0,384x640,"13 persons, 1 potted plant,",279.2
0,384x640,"14 persons, 1 potted plant,",268.1
0,384x640,"16 persons, 1 potted plant,",278.0
0,384x640,"17 persons, 1 potted plant,",297.0
0,384x640,"17 persons,",270.7
0,384x640,"16 persons,",271.2
0,384x640,"17 persons,",333.8
0,384x640,"17 persons,",407.2
0,384x640,"17 persons,",446.7
0,384x640,"15 persons, 1 potted plant,",462.3
0,384x640,"11 persons, 1 potted plant,",413.4
0,384x640,"14 persons, 1 boat, 1 potted plant,",430.5
0,384x640,"15 persons, 1 potted plant,",444.0
0,384x640,"14 persons, 1 potted plant,",463.4
0,384x640,"16 persons, 1 traffic light, 1 potted plant,",411.3
0,384x640,"17 persons, 1 potted plant,",418.1
0,384x640,"20 persons, 1 potted plant,",416.1
0,384x640,"19 persons, 1 potted plant,",404.5
0,384x640,"21 persons, 2 potted plants,",423.1
0,384x640,"20 persons, 1 potted plant,",423.6
0,384x640,"15 persons, 1 potted plant,",416.8
0,384x640,"18 persons, 1 potted plant,",434.2
0,384x640,"20 persons,",415.6
0,384x640,"19 persons, 1 potted plant,",434.9
0,384x640,"15 persons,",402.7
0,384x640,"18 persons,",280.1
0,384x640,"14 persons, 1 bicycle, 1 potted plant,",283.3
0,384x640,"15 persons,",265.1
0,384x640,"15 persons,",287.2
0,384x640,"15 persons, 1 potted plant,",274.8
0,384x640,"19 persons, 1 potted plant,",278.1
0,384x640,"19 persons, 1 potted plant,",270.0
0,384x640,"18 persons,",280.4
0,384x640,"20 persons, 1 potted plant,",284.5
0,384x640,"15 persons,",269.8
0,384x640,"20 persons, 1 potted plant,",281.9
0,384x640,"19 persons, 1 potted plant,",268.7
0,384x640,"13 persons, 1 potted plant,",267.7
0,384x640,"13 persons, 1 potted plant,",270.0
0,384x640,"18 persons, 1 potted plant,",276.5
0,384x640,"19 persons, 1 potted plant,",276.2
0,384x640,"21 persons, 1 potted plant,",273.5
0,384x640,"17 persons, 1 potted plant,",280.5
0,384x640,"14 persons, 1 potted plant,",276.0
0,384x640,"14 persons, 1 potted plant,",267.9
0,384x640,"14 persons, 1 potted plant,",270.5
0,384x640,"16 persons,",282.6
0,384x640,"16 persons, 1 potted plant,",270.1
0,384x640,"18 persons,",270.5
0,384x640,"16 persons,",278.2
0,384x640,"16 persons, 1 potted plant,",263.9
0,384x640,"16 persons, 1 potted plant,",276.6
0,384x640,"21 persons,",266.1
0,384x640,"21 persons, 1 potted plant,",275.7
0,384x640,"13 persons, 1 potted plant,",268.1
0,384x640,"17 persons,",274.2
0,384x640,"17 persons,",290.6
0,384x640,"16 persons,",273.0
0,384x640,"15 persons, 1 potted plant,",360.5
0,384x640,"14 persons, 1 potted plant,",420.3
0,384x640,"14 persons, 1 potted plant,",431.0
0,384x640,"20 persons,",439.2
0,384x640,"23 persons, 1 potted plant,",409.9
0,384x640,"19 persons, 2 potted plants,",407.0
0,384x640,"24 persons,",427.8
0,384x640,"21 persons, 1 potted plant,",437.7
0,384x640,"23 persons, 1 potted plant,",408.1
0,384x640,"23 persons, 1 potted plant,",412.4
0,384x640,"23 persons, 1 potted plant,",410.6
0,384x640,"23 persons, 1 potted plant,",404.3
0,384x640,"23 persons, 1 potted plant,",420.7
0,384x640,"23 persons,",431.9
0,384x640,"23 persons,",437.5
0,384x640,"22 persons,",416.8
0,384x640,"20 persons,",439.6
0,384x640,"21 persons, 1 potted plant,",412.9
0,384x640,"21 persons,",365.9
0,384x640,"21 persons,",274.2
0,384x640,"21 persons, 1 horse, 1 elephant, 1 potted plant,",271.8
0,384x640,"21 persons, 1 horse, 1 elephant, 1 potted plant,",269.0
0,384x640,"16 persons,",274.1
0,384x640,"19 persons, 1 potted plant,",270.7
0,384x640,"23 persons,",271.1
0,384x640,"21 persons,",278.9
0,384x640,"21 persons, 2 potted plants,",286.3
0,384x640,"22 persons, 1 potted plant,",274.2
0,384x640,"22 persons, 1 potted plant,",272.7
0,384x640,"21 persons, 2 potted plants,",278.8
0,384x640,"19 persons, 2 potted plants,",275.1
0,384x640,"24 persons, 1 potted plant,",271.4
0,384x640,"16 persons, 1 umbrella,",267.4
0,384x640,"18 persons,",276.5
0,384x640,"17 persons,",270.2
0,384x640,"22 persons,",268.6
0,384x640,"22 persons,",284.0
0,384x640,"24 persons,",285.1
0,384x640,"22 persons,",270.6
0,384x640,"19 persons,",265.1
0,384x640,"23 persons, 1 potted plant,",277.2
0,384x640,"18 persons, 1 potted plant,",272.8
0,384x640,"20 persons,",272.6
0,384x640,"21 persons,",270.9
0,384x640,"21 persons,",287.3
0,384x640,"19 persons,",272.5
0,384x640,"18 persons, 1 potted plant,",275.1
0,384x640,"16 persons,",269.1
0,384x640,"19 persons,",269.7
0,384x640,"18 persons,",272.2
0,384x640,"20 persons,",272.9
0,384x640,"23 persons,",268.5
0,384x640,"23 persons,",420.4
0,384x640,"13 persons, 1 potted plant,",429.7
0,384x640,"14 persons, 1 potted plant,",459.6
0,384x640,"16 persons,",438.9
0,384x640,"18 persons,",410.6
0,384x640,"17 persons, 1 horse,",464.5
0,384x640,"17 persons,",432.8
0,384x640,"20 persons, 1 bicycle,",406.4
0,384x640,"15 persons,",442.9
0,384x640,"16 persons,",411.3
0,384x640,"19 persons, 1 potted plant,",419.9
0,384x640,"14 persons,",402.1
0,384x640,"18 persons,",419.2
0,384x640,"19 persons, 1 backpack,",437.7
0,384x640,"13 persons, 1 backpack,",413.6
0,384x640,"16 persons,",448.6
0,384x640,"15 persons, 1 horse,",420.1
0,384x640,"12 persons, 1 backpack,",389.0
0,384x640,"12 persons, 1 backpack,",278.2
0,384x640,"22 persons,",271.4
0,384x640,"19 persons,",277.0
0,384x640,"19 persons,",268.1
0,384x640,"19 persons,",260.4
0,384x640,"18 persons,",261.7
0,384x640,"18 persons,",281.3
0,384x640,"17 persons, 1 backpack,",268.2
0,384x640,"11 persons,",271.3
0,384x640,"14 persons,",274.7
0,384x640,"18 persons, 1 potted plant,",270.5
0,384x640,"20 persons,",264.0
0,384x640,"19 persons,",266.4
0,384x640,"13 persons,",268.9
0,384x640,"13 persons,",263.0
0,384x640,"13 persons,",262.0
0,384x640,"13 persons,",269.2
0,384x640,"13 persons,",269.1
0,384x640,"13 persons,",259.2
0,384x640,"13 persons,",264.3
0,384x640,"13 persons,",271.7
0,384x640,"13 persons,",273.3
0,384x640,"14 persons,",271.4
0,384x640,"18 persons,",264.2
0,384x640,"15 persons,",278.7
0,384x640,"17 persons,",270.8
0,384x640,"15 persons,",262.0
0,384x640,"15 persons,",280.9
0,384x640,"13 persons,",269.2
0,384x640,"14 persons,",276.5
0,384x640,"16 persons,",274.9
0,384x640,"15 persons,",265.1
0,384x640,"15 persons,",274.5
0,384x640,"10 persons,",267.2
0,384x640,"10 persons,",448.8
0,384x640,"12 persons,",455.5
0,384x640,"13 persons,",445.3
0,384x640,"14 persons,",414.3
0,384x640,"16 persons,",409.0
0,384x640,"16 persons,",423.0
0,384x640,"16 persons,",433.8
0,384x640,"13 persons,",416.2
0,384x640,"14 persons,",420.0
0,384x640,"15 persons,",429.2
0,384x640,"14 persons,",427.3
0,384x640,"16 persons,",400.3
0,384x640,"15 persons,",423.4
0,384x640,"17 persons, 2 potted plants,",414.9
0,384x640,"14 persons,",433.8
0,384x640,"16 persons,",421.5
0,384x640,"15 persons,",435.2
0,384x640,"13 persons,",407.7
0,384x640,"14 persons,",259.1
0,384x640,"14 persons,",276.0
0,384x640,"17 persons,",264.8
0,384x640,"17 persons,",270.5
0,384x640,"16 persons,",273.4
0,384x640,"12 persons,",267.6
0,384x640,"12 persons,",271.6
0,384x640,"11 persons,",265.7
0,384x640,"12 persons,",278.7
0,384x640,"10 persons,",276.0
0,384x640,"13 persons,",257.6
0,384x640,"13 persons,",284.4
0,384x640,"14 persons,",268.8
0,384x640,"11 persons,",271.6
0,384x640,"11 persons,",277.4
0,384x640,"13 persons,",289.9
0,384x640,"12 persons,",265.3
0,384x640,"12 persons,",271.0
0,384x640,"11 persons,",288.8
0,384x640,"12 persons,",267.8
0,384x640,"13 persons,",267.2
0,384x640,"13 persons,",267.8
0,384x640,"12 persons, 1 potted plant,",287.0
0,384x640,"12 persons,",262.3
0,384x640,"12 persons,",261.2
0,384x640,"12 persons,",283.9
0,384x640,"16 persons,",270.0
0,384x640,"12 persons, 1 traffic light,",268.6
0,384x640,"16 persons,",269.5
0,384x640,"16 persons, 2 potted plants,",282.1
0,384x640,"12 persons,",267.5
0,384x640,"16 persons, 2 potted plants,",272.8
0,384x640,"13 persons,",280.7
0,384x640,"16 persons,",266.9
0,384x640,"16 persons,",440.0
0,384x640,"13 persons,",419.0
0,384x640,"15 persons,",427.9
0,384x640,"14 persons,",426.0
0,384x640,"16 persons,",406.3
0,384x640,"14 persons,",439.4
0,384x640,"13 persons,",426.2
0,384x640,"13 persons,",389.8
0,384x640,"13 persons,",391.8
0,384x640,"13 persons,",398.1
0,384x640,"13 persons,",401.4
0,384x640,"13 persons,",421.3
0,384x640,"13 persons,",439.7
0,384x640,"14 persons, 1 potted plant,",439.2
0,384x640,"13 persons, 1 potted plant,",439.7
0,384x640,"16 persons,",433.1
0,384x640,"12 persons,",466.6
0,384x640,"17 persons, 1 potted plant,",400.2
0,384x640,"17 persons, 1 potted plant,",268.7
0,384x640,"15 persons, 1 potted plant,",268.2
0,384x640,"15 persons, 1 potted plant,",268.0
0,384x640,"14 persons,",276.1
0,384x640,"17 persons, 1 potted plant,",264.4
0,384x640,"15 persons, 1 potted plant,",264.3
0,384x640,"15 persons, 1 potted plant,",276.4
0,384x640,"15 persons, 1 potted plant,",272.4
0,384x640,"18 persons, 1 potted plant,",263.4
0,384x640,"17 persons, 1 potted plant,",263.7
0,384x640,"16 persons, 1 potted plant,",262.6
0,384x640,"16 persons, 1 potted plant,",265.8
0,384x640,"16 persons, 1 traffic light, 1 potted plant,",278.4
0,384x640,"19 persons, 1 traffic light,",267.8
0,384x640,"15 persons,",261.0
0,384x640,"15 persons,",267.6
0,384x640,"15 persons,",256.1
0,384x640,"15 persons,",281.2
0,384x640,"13 persons,",267.5
0,384x640,"11 persons,",280.3
0,384x640,"14 persons,",282.8
0,384x640,"11 persons,",264.7
0,384x640,"10 persons,",274.3
0,384x640,"12 persons,",258.9
0,384x640,"12 persons,",280.3
0,384x640,"13 persons,",269.9
0,384x640,"11 persons,",271.4
0,384x640,"13 persons,",291.1
0,384x640,"13 persons,",275.1
0,384x640,"17 persons,",265.8
0,384x640,"17 persons,",280.3
0,384x640,"16 persons,",264.0
0,384x640,"16 persons,",281.8
0,384x640,"14 persons,",262.6
0,384x640,"14 persons,",447.0
0,384x640,"13 persons,",432.9
0,384x640,"12 persons,",455.8
0,384x640,"15 persons,",398.1
0,384x640,"18 persons,",431.3
0,384x640,"17 persons,",439.5
0,384x640,"15 persons,",430.9
0,384x640,"16 persons,",421.1
0,384x640,"12 persons,",413.5
0,384x640,"14 persons,",424.9
0,384x640,"13 persons,",405.6
0,384x640,"14 persons,",423.6
0,384x640,"16 persons,",410.9
0,384x640,"17 persons,",427.6
0,384x640,"13 persons,",432.4
0,384x640,"19 persons,",431.4
0,384x640,"11 persons,",416.8
0,384x640,"10 persons,",371.3
0,384x640,"18 persons,",276.9
0,384x640,"19 persons,",279.0
0,384x640,"16 persons,",263.1
0,384x640,"14 persons,",273.1
0,384x640,"14 persons,",272.0
0,384x640,"14 persons, 1 bench,",263.5
0,384x640,"12 persons,",260.3
0,384x640,"12 persons,",286.1
0,384x640,"10 persons,",259.0
0,384x640,"11 persons,",262.2
0,384x640,"10 persons,",272.0
0,384x640,"12 persons,",276.7
0,384x640,"12 persons,",266.2
0,384x640,"12 persons,",268.0
0,384x640,"12 persons,",276.8
0,384x640,"12 persons,",260.6
0,384x640,"12 persons,",263.4
0,384x640,"12 persons,",264.3
0,384x640,"12 persons,",269.9
0,384x640,"12 persons,",258.5
0,384x640,"12 persons,",286.4
0,384x640,"11 persons,",285.2
0,384x640,"11 persons,",269.6
0,384x640,"8 persons,",265.8
0,384x640,"8 persons,",271.0
0,384x640,"9 persons,",281.7
0,384x640,"10 persons,",264.9
0,384x640,"10 persons,",277.5
0,384x640,"12 persons, 1 potted plant,",281.9
0,384x640,"10 persons,",274.1
0,384x640,"10 persons,",266.4
0,384x640,"8 persons,",269.9
0,384x640,"11 persons,",286.7
0,384x640,"13 persons,",280.4
0,384x640,"13 persons,",433.5
0,384x640,"12 persons,",439.2
0,384x640,"12 persons,",472.9
0,384x640,"15 persons,",399.7
0,384x640,"13 persons,",439.7
0,384x640,"13 persons,",467.9
0,384x640,"11 persons,",426.1
0,384x640,"10 persons,",414.0
0,384x640,"15 persons, 1 bench, 2 potted plants,",444.9
0,384x640,"12 persons,",415.3
0,384x640,"12 persons,",435.2
0,384x640,"12 persons, 1 bench,",410.4
0,384x640,"13 persons, 1 bench,",424.7
0,384x640,"11 persons,",413.0
0,384x640,"12 persons,",421.2
0,384x640,"17 persons, 1 potted plant,",432.5
0,384x640,"12 persons,",409.1
0,384x640,"13 persons,",369.6
0,384x640,"14 persons, 1 potted plant,",272.7
0,384x640,"13 persons,",264.3
0,384x640,"15 persons,",285.7
0,384x640,"12 persons, 1 bench,",268.7
0,384x640,"15 persons, 1 bench,",268.4
0,384x640,"16 persons, 1 bench, 1 potted plant,",289.1
0,384x640,"17 persons, 1 bench, 1 potted plant,",271.9
0,384x640,"15 persons, 1 potted plant,",265.7
0,384x640,"14 persons,",259.9
0,384x640,"14 persons,",271.2
0,384x640,"14 persons,",272.2
0,384x640,"14 persons, 1 potted plant,",276.6
0,384x640,"15 persons, 1 potted plant,",278.5
0,384x640,"15 persons, 1 potted plant,",277.6
0,384x640,"17 persons, 1 bench, 1 potted plant,",269.8
0,384x640,"19 persons,",277.3
0,384x640,"13 persons,",267.8
0,384x640,"13 persons,",265.8
0,384x640,"16 persons,",269.5
0,384x640,"17 persons,",290.2
0,384x640,"17 persons,",270.9
0,384x640,"14 persons,",269.0
0,384x640,"14 persons,",285.1
0,384x640,"14 persons,",268.7
0,384x640,"14 persons,",266.1
0,384x640,"14 persons,",269.9
0,384x640,"14 persons,",291.8
0,384x640,"15 persons, 1 potted plant,",271.3
0,384x640,"14 persons, 1 potted plant,",274.7
0,384x640,"16 persons, 1 car, 2 potted plants,",286.4
0,384x640,"15 persons, 1 bench, 2 potted plants,",273.4
0,384x640,"12 persons, 1 potted plant,",270.6
0,384x640,"13 persons, 1 bicycle, 2 potted plants,",271.9
0,384x640,"12 persons, 1 traffic light, 1 potted plant,",387.1
0,384x640,"18 persons,",428.7
0,384x640,"16 persons,",432.9
0,384x640,"15 persons,",422.0
0,384x640,"20 persons,",436.5
0,384x640,"14 persons, 1 potted plant,",421.2
0,384x640,"16 persons, 1 bench, 1 potted plant,",429.7
0,384x640,"16 persons, 1 bench, 1 potted plant,",401.6
0,384x640,"16 persons, 1 bench, 1 potted plant,",396.4
0,384x640,"16 persons, 1 bench, 1 potted plant,",409.1
0,384x640,"16 persons, 1 bench, 1 potted plant,",406.3
0,384x640,"16 persons, 1 bench, 1 potted plant,",411.2
0,384x640,"16 persons, 1 bench, 1 potted plant,",409.2
0,384x640,"17 persons, 1 potted plant,",453.4
0,384x640,"16 persons, 1 potted plant,",413.9
0,384x640,"16 persons, 1 potted plant,",440.0
0,384x640,"12 persons,",417.4
0,384x640,"12 persons,",410.9
0,384x640,"14 persons,",362.8
0,384x640,"12 persons,",270.9
0,384x640,"13 persons,",276.6
0,384x640,"12 persons,",270.4
